R1	R2	R3	P1	P2	P3	P4	P5	ID	Reaction_Energy
H1_0	H1C3N1_4		H1_0	H1C3N1_6				98	0.017375089914999364
H1_0	H1C3N1_4		H1_0	H1C3N1_7				98	-0.03913529944400018
H1_0	H1C3N1_4		H1_0	H1C3N1_8				98	-0.13675313101300013
H1_0	H1C3N1_4		H1_0	H1C3N1_9				98	-0.09525249887800058
H1_0	H1C3N1_4		H1_0	H1C3N1_10				98	-0.06210176627600106
H1_0	H1C3N1_4		H1_0	H1C3N1_11				98	-0.04499174262799954
H1_0	H1C3N1_4		H1_0	H1C3N1_12				98	0.009520583478000333
H1_0	H1C3N1_4		H1_0	H1C3N1_13				98	-0.15230512295799947
H1_0	H1C3N1_4		H1_0	H1C3N1_14				98	-0.13067186086299998
H1_0	H1C3N1_4		H1_0	H1C3N1_15				98	-0.03577367739000081
H1_0	H1C3N1_4		H1_0	H1C3N1_16				98	-0.08272972595399963
H1_0	H1C3N1_4		H1_0	H1C3N1_17				98	-0.03925758969799986
H1_0	H1C3N1_4		H1_0	H1C3N1_18				98	-0.03757283768100095
H1_0	H1C3N1_4		H1_0	H1C3N1_19				98	-0.019706345437001005
H1_0	H1C3N1_4		H1_0	H1C3N1_20				98	0.049983460145000436
H1_0	H1C3N1_4		H1_0	H1C3N1_21				98	-0.22449749701300092
H1_0	H1C3N1_4		H1_0	H1C3N1_22				98	-0.09815515895000004
H1_0	H1C3N1_4		H1_0	H1C3N1_23				98	-0.1928209416479998
H1_0	H1C3N1_4		H1_0	H1C3N1_24				98	-0.09531699164000074
H1_0	H1C3N1_4		H1_0	H1C3N1_25				98	-0.01595821466800018
H1_0	H1C3N1_4		H1_0	H1C3N1_26				98	-0.01595919244500088
H1_0	H1C3N1_4		H1_0	H1C3N1_27				98	-0.09531736836700055
H1_0	H1C3N1_5		H1_0	H1C3N1_0				98	-0.1291599522510012
H1_0	H1C3N1_5		H1_0	H1C3N1_1				98	-0.049696826337001454
H1_0	H1C3N1_5		H1_0	H1C3N1_2				98	-0.01616644743100082
H1_0	H1C3N1_5		H1_0	H1C3N1_3				98	-0.07574277090199999
H1_0	H1C3N1_5		H1_0	H1C3N1_4				98	-0.03817025106200056
H1_0	H1C3N1_5		H1_0	H1C3N1_5				98	0.0
H1_0	H1C3N1_5		H1_0	H1C3N1_6				98	-0.020795161147001195
H1_0	H1C3N1_5		H1_0	H1C3N1_7				98	-0.07730555050600074
H1_0	H1C3N1_5		H1_0	H1C3N1_8				98	-0.1749233820750007
H1_0	H1C3N1_5		H1_0	H1C3N1_9				98	-0.13342274994000114
H1_0	H1C3N1_5		H1_0	H1C3N1_10				98	-0.10027201733800162
H1_0	H1C3N1_5		H1_0	H1C3N1_11				98	-0.0831619936900001
H1_0	H1C3N1_5		H1_0	H1C3N1_12				98	-0.028649667584000227
H1_0	H1C3N1_5		H1_0	H1C3N1_13				98	-0.19047537402000003
H1_0	H1C3N1_5		H1_0	H1C3N1_14				98	-0.16884211192500054
H1_0	H1C3N1_5		H1_0	H1C3N1_15				98	-0.07394392845200137
H1_0	H1C3N1_5		H1_0	H1C3N1_16				98	-0.12089997701600019
H1_0	H1C3N1_5		H1_0	H1C3N1_17				98	-0.07742784076000042
H1_0	H1C3N1_5		H1_0	H1C3N1_18				98	-0.07574308874300151
H1_0	H1C3N1_5		H1_0	H1C3N1_19				98	-0.057876596499001565
H1_0	H1C3N1_5		H1_0	H1C3N1_20				98	0.011813209082999876
H1_0	H1C3N1_5		H1_0	H1C3N1_21				98	-0.2626677480750015
H1_0	H1C3N1_5		H1_0	H1C3N1_22				98	-0.1363254100120006
H1_0	H1C3N1_5		H1_0	H1C3N1_23				98	-0.23099119271000035
H1_0	H1C3N1_5		H1_0	H1C3N1_24				98	-0.1334872427020013
H1_0	H1C3N1_5		H1_0	H1C3N1_25				98	-0.05412846573000074
H1_0	H1C3N1_5		H1_0	H1C3N1_26				98	-0.05412944350700144
H1_0	H1C3N1_5		H1_0	H1C3N1_27				98	-0.13348761942900111
H1_0	H1C3N1_6		H1_0	H1C3N1_0				98	-0.10836479110399999
H1_0	H1C3N1_6		H1_0	H1C3N1_1				98	-0.02890166519000026
H1_0	H1C3N1_6		H1_0	H1C3N1_2				98	0.004628713716000377
H1_0	H1C3N1_6		H1_0	H1C3N1_3				98	-0.054947609754998794
H1_0	H1C3N1_6		H1_0	H1C3N1_4				98	-0.017375089914999364
H1_0	H1C3N1_6		H1_0	H1C3N1_5				98	0.020795161147001195
H1_0	H1C3N1_6		H1_0	H1C3N1_6				98	0.0
H1_0	H1C3N1_6		H1_0	H1C3N1_7				98	-0.056510389358999547
H1_0	H1C3N1_6		H1_0	H1C3N1_8				98	-0.1541282209279995
H1_0	H1C3N1_6		H1_0	H1C3N1_9				98	-0.11262758879299994
H1_0	H1C3N1_6		H1_0	H1C3N1_10				98	-0.07947685619100042
H1_0	H1C3N1_6		H1_0	H1C3N1_11				98	-0.06236683254299891
H1_0	H1C3N1_6		H1_0	H1C3N1_12				98	-0.007854506436999031
H1_0	H1C3N1_6		H1_0	H1C3N1_13				98	-0.16968021287299884
H1_0	H1C3N1_6		H1_0	H1C3N1_14				98	-0.14804695077799934
H1_0	H1C3N1_6		H1_0	H1C3N1_15				98	-0.05314876730500018
H1_0	H1C3N1_6		H1_0	H1C3N1_16				98	-0.100104815868999
H1_0	H1C3N1_6		H1_0	H1C3N1_17				98	-0.056632679612999226
H1_0	H1C3N1_6		H1_0	H1C3N1_18				98	-0.05494792759600031
H1_0	H1C3N1_6		H1_0	H1C3N1_19				98	-0.03708143535200037
H1_0	H1C3N1_6		H1_0	H1C3N1_20				98	0.03260837023000107
H1_0	H1C3N1_6		H1_0	H1C3N1_21				98	-0.2418725869280003
H1_0	H1C3N1_6		H1_0	H1C3N1_22				98	-0.11553024886499941
H1_0	H1C3N1_6		H1_0	H1C3N1_23				98	-0.21019603156299915
H1_0	H1C3N1_6		H1_0	H1C3N1_24				98	-0.1126920815550001
H1_0	H1C3N1_6		H1_0	H1C3N1_25				98	-0.033333304582999546
H1_0	H1C3N1_6		H1_0	H1C3N1_26				98	-0.033334282360000245
H1_0	H1C3N1_6		H1_0	H1C3N1_27				98	-0.11269245828199992
H1_0	H1C3N1_7		H1_0	H1C3N1_0				98	-0.051854401745000445
H1_0	H1C3N1_7		H1_0	H1C3N1_1				98	0.027608724168999288
H1_0	H1C3N1_7		H1_0	H1C3N1_2				98	0.06113910307499992
H1_0	H1C3N1_7		H1_0	H1C3N1_3				98	0.0015627796040007524
H1_0	H1C3N1_7		H1_0	H1C3N1_4				98	0.03913529944400018
H1_0	H1C3N1_7		H1_0	H1C3N1_5				98	0.07730555050600074
H1_0	H1C3N1_7		H1_0	H1C3N1_6				98	0.056510389358999547
H1_0	H1C3N1_7		H1_0	H1C3N1_7				98	0.0
H1_0	H1C3N1_7		H1_0	H1C3N1_8				98	-0.09761783156899995
H1_0	H1C3N1_7		H1_0	H1C3N1_9				98	-0.0561171994340004
H1_0	H1C3N1_7		H1_0	H1C3N1_10				98	-0.022966466832000876
H1_0	H1C3N1_7		H1_0	H1C3N1_11				98	-0.00585644318399936
H1_0	H1C3N1_7		H1_0	H1C3N1_12				98	0.048655882922000515
H1_0	H1C3N1_7		H1_0	H1C3N1_13				98	-0.11316982351399929
H1_0	H1C3N1_7		H1_0	H1C3N1_14				98	-0.0915365614189998
H1_0	H1C3N1_7		H1_0	H1C3N1_15				98	0.003361622053999369
H1_0	H1C3N1_7		H1_0	H1C3N1_16				98	-0.04359442650999945
H1_0	H1C3N1_7		H1_0	H1C3N1_17				98	-0.00012229025399967952
H1_0	H1C3N1_7		H1_0	H1C3N1_18				98	0.0015624617629992343
H1_0	H1C3N1_7		H1_0	H1C3N1_19				98	0.019428954006999177
H1_0	H1C3N1_7		H1_0	H1C3N1_20				98	0.08911875958900062
H1_0	H1C3N1_7		H1_0	H1C3N1_21				98	-0.18536219756900074
H1_0	H1C3N1_7		H1_0	H1C3N1_22				98	-0.05901985950599986
H1_0	H1C3N1_7		H1_0	H1C3N1_23				98	-0.1536856422039996
H1_0	H1C3N1_7		H1_0	H1C3N1_24				98	-0.056181692196000554
H1_0	H1C3N1_7		H1_0	H1C3N1_25				98	0.023177084776
H1_0	H1C3N1_7		H1_0	H1C3N1_26				98	0.023176106998999302
H1_0	H1C3N1_7		H1_0	H1C3N1_27				98	-0.05618206892300037
H1_0	H1C3N1_8		H1_0	H1C3N1_0				98	0.0457634298239995
H1_0	H1C3N1_8		H1_0	H1C3N1_1				98	0.12522655573799923
H1_0	H1C3N1_8		H1_0	H1C3N1_2				98	0.15875693464399987
H1_0	H1C3N1_8		H1_0	H1C3N1_3				98	0.0991806111730007
H1_0	H1C3N1_8		H1_0	H1C3N1_4				98	0.13675313101300013
H1_0	H1C3N1_8		H1_0	H1C3N1_5				98	0.1749233820750007
H1_0	H1C3N1_8		H1_0	H1C3N1_6				98	0.1541282209279995
H1_0	H1C3N1_8		H1_0	H1C3N1_7				98	0.09761783156899995
H1_0	H1C3N1_8		H1_0	H1C3N1_8				98	0.0
H1_0	H1C3N1_8		H1_0	H1C3N1_9				98	0.04150063213499955
H1_0	H1C3N1_8		H1_0	H1C3N1_10				98	0.07465136473699907
H1_0	H1C3N1_8		H1_0	H1C3N1_11				98	0.09176138838500059
H1_0	H1C3N1_8		H1_0	H1C3N1_12				98	0.14627371449100046
H1_0	H1C3N1_8		H1_0	H1C3N1_13				98	-0.015551991944999344
H1_0	H1C3N1_8		H1_0	H1C3N1_14				98	0.006081270150000151
H1_0	H1C3N1_8		H1_0	H1C3N1_15				98	0.10097945362299932
H1_0	H1C3N1_8		H1_0	H1C3N1_16				98	0.054023405059000495
H1_0	H1C3N1_8		H1_0	H1C3N1_17				98	0.09749554131500027
H1_0	H1C3N1_8		H1_0	H1C3N1_18				98	0.09918029333199918
H1_0	H1C3N1_8		H1_0	H1C3N1_19				98	0.11704678557599912
H1_0	H1C3N1_8		H1_0	H1C3N1_20				98	0.18673659115800056
H1_0	H1C3N1_8		H1_0	H1C3N1_21				98	-0.0877443660000008
H1_0	H1C3N1_8		H1_0	H1C3N1_22				98	0.038597972063000086
H1_0	H1C3N1_8		H1_0	H1C3N1_23				98	-0.05606781063499966
H1_0	H1C3N1_8		H1_0	H1C3N1_24				98	0.04143613937299939
H1_0	H1C3N1_8		H1_0	H1C3N1_25				98	0.12079491634499995
H1_0	H1C3N1_8		H1_0	H1C3N1_26				98	0.12079393856799925
H1_0	H1C3N1_8		H1_0	H1C3N1_27				98	0.041435762645999574
H1_0	H1C3N1_9		H1_0	H1C3N1_0				98	0.004262797688999953
H1_0	H1C3N1_9		H1_0	H1C3N1_1				98	0.08372592360299969
H1_0	H1C3N1_9		H1_0	H1C3N1_2				98	0.11725630250900032
H1_0	H1C3N1_9		H1_0	H1C3N1_3				98	0.05767997903800115
H1_0	H1C3N1_9		H1_0	H1C3N1_4				98	0.09525249887800058
H1_0	H1C3N1_9		H1_0	H1C3N1_5				98	0.13342274994000114
H1_0	H1C3N1_9		H1_0	H1C3N1_6				98	0.11262758879299994
H1_0	H1C3N1_9		H1_0	H1C3N1_7				98	0.0561171994340004
H1_0	H1C3N1_9		H1_0	H1C3N1_8				98	-0.04150063213499955
H1_0	H1C3N1_9		H1_0	H1C3N1_9				98	0.0
H1_0	H1C3N1_9		H1_0	H1C3N1_10				98	0.03315073260199952
H1_0	H1C3N1_9		H1_0	H1C3N1_11				98	0.05026075625000104
H1_0	H1C3N1_9		H1_0	H1C3N1_12				98	0.10477308235600091
H1_0	H1C3N1_9		H1_0	H1C3N1_13				98	-0.05705262407999889
H1_0	H1C3N1_9		H1_0	H1C3N1_14				98	-0.0354193619849994
H1_0	H1C3N1_9		H1_0	H1C3N1_15				98	0.05947882148799977
H1_0	H1C3N1_9		H1_0	H1C3N1_16				98	0.012522772924000947
H1_0	H1C3N1_9		H1_0	H1C3N1_17				98	0.05599490918000072
H1_0	H1C3N1_9		H1_0	H1C3N1_18				98	0.05767966119699963
H1_0	H1C3N1_9		H1_0	H1C3N1_19				98	0.07554615344099957
H1_0	H1C3N1_9		H1_0	H1C3N1_20				98	0.14523595902300102
H1_0	H1C3N1_9		H1_0	H1C3N1_21				98	-0.12924499813500034
H1_0	H1C3N1_9		H1_0	H1C3N1_22				98	-0.0029026600719994633
H1_0	H1C3N1_9		H1_0	H1C3N1_23				98	-0.09756844276999921
H1_0	H1C3N1_9		H1_0	H1C3N1_24				98	-6.449276200015674e-05
H1_0	H1C3N1_9		H1_0	H1C3N1_25				98	0.0792942842100004
H1_0	H1C3N1_9		H1_0	H1C3N1_26				98	0.0792933064329997
H1_0	H1C3N1_9		H1_0	H1C3N1_27				98	-6.486948899997458e-05
H1_0	H1C3N1_10		H1_0	H1C3N1_0				98	-0.02888793491299957
H1_0	H1C3N1_10		H1_0	H1C3N1_1				98	0.050575191001000164
H1_0	H1C3N1_10		H1_0	H1C3N1_2				98	0.0841055699070008
H1_0	H1C3N1_10		H1_0	H1C3N1_3				98	0.024529246436001628
H1_0	H1C3N1_10		H1_0	H1C3N1_4				98	0.06210176627600106
H1_0	H1C3N1_10		H1_0	H1C3N1_5				98	0.10027201733800162
H1_0	H1C3N1_10		H1_0	H1C3N1_6				98	0.07947685619100042
H1_0	H1C3N1_10		H1_0	H1C3N1_7				98	0.022966466832000876
H1_0	H1C3N1_10		H1_0	H1C3N1_8				98	-0.07465136473699907
H1_0	H1C3N1_10		H1_0	H1C3N1_9				98	-0.03315073260199952
H1_0	H1C3N1_10		H1_0	H1C3N1_10				98	0.0
H1_0	H1C3N1_10		H1_0	H1C3N1_11				98	0.017110023648001516
H1_0	H1C3N1_10		H1_0	H1C3N1_12				98	0.07162234975400139
H1_0	H1C3N1_10		H1_0	H1C3N1_13				98	-0.09020335668199841
H1_0	H1C3N1_10		H1_0	H1C3N1_14				98	-0.06857009458699892
H1_0	H1C3N1_10		H1_0	H1C3N1_15				98	0.026328088886000245
H1_0	H1C3N1_10		H1_0	H1C3N1_16				98	-0.020627959677998575
H1_0	H1C3N1_10		H1_0	H1C3N1_17				98	0.022844176578001196
H1_0	H1C3N1_10		H1_0	H1C3N1_18				98	0.02452892859500011
H1_0	H1C3N1_10		H1_0	H1C3N1_19				98	0.04239542083900005
H1_0	H1C3N1_10		H1_0	H1C3N1_20				98	0.1120852264210015
H1_0	H1C3N1_10		H1_0	H1C3N1_21				98	-0.16239573073699987
H1_0	H1C3N1_10		H1_0	H1C3N1_22				98	-0.036053392673998985
H1_0	H1C3N1_10		H1_0	H1C3N1_23				98	-0.13071917537199873
H1_0	H1C3N1_10		H1_0	H1C3N1_24				98	-0.03321522536399968
H1_0	H1C3N1_10		H1_0	H1C3N1_25				98	0.04614355160800088
H1_0	H1C3N1_10		H1_0	H1C3N1_26				98	0.04614257383100018
H1_0	H1C3N1_10		H1_0	H1C3N1_27				98	-0.033215602090999496
H1_0	H1C3N1_11		H1_0	H1C3N1_0				98	-0.045997958561001084
H1_0	H1C3N1_11		H1_0	H1C3N1_1				98	0.03346516735299865
H1_0	H1C3N1_11		H1_0	H1C3N1_2				98	0.06699554625899928
H1_0	H1C3N1_11		H1_0	H1C3N1_3				98	0.007419222788000113
H1_0	H1C3N1_11		H1_0	H1C3N1_4				98	0.04499174262799954
H1_0	H1C3N1_11		H1_0	H1C3N1_5				98	0.0831619936900001
H1_0	H1C3N1_11		H1_0	H1C3N1_6				98	0.06236683254299891
H1_0	H1C3N1_11		H1_0	H1C3N1_7				98	0.00585644318399936
H1_0	H1C3N1_11		H1_0	H1C3N1_8				98	-0.09176138838500059
H1_0	H1C3N1_11		H1_0	H1C3N1_9				98	-0.05026075625000104
H1_0	H1C3N1_11		H1_0	H1C3N1_10				98	-0.017110023648001516
H1_0	H1C3N1_11		H1_0	H1C3N1_11				98	0.0
H1_0	H1C3N1_11		H1_0	H1C3N1_12				98	0.054512326105999875
H1_0	H1C3N1_11		H1_0	H1C3N1_13				98	-0.10731338032999993
H1_0	H1C3N1_11		H1_0	H1C3N1_14				98	-0.08568011823500044
H1_0	H1C3N1_11		H1_0	H1C3N1_15				98	0.00921806523799873
H1_0	H1C3N1_11		H1_0	H1C3N1_16				98	-0.03773798332600009
H1_0	H1C3N1_11		H1_0	H1C3N1_17				98	0.005734152929999681
H1_0	H1C3N1_11		H1_0	H1C3N1_18				98	0.007418904946998595
H1_0	H1C3N1_11		H1_0	H1C3N1_19				98	0.025285397190998538
H1_0	H1C3N1_11		H1_0	H1C3N1_20				98	0.09497520277299998
H1_0	H1C3N1_11		H1_0	H1C3N1_21				98	-0.17950575438500138
H1_0	H1C3N1_11		H1_0	H1C3N1_22				98	-0.0531634163220005
H1_0	H1C3N1_11		H1_0	H1C3N1_23				98	-0.14782919902000025
H1_0	H1C3N1_11		H1_0	H1C3N1_24				98	-0.050325249012001194
H1_0	H1C3N1_11		H1_0	H1C3N1_25				98	0.02903352795999936
H1_0	H1C3N1_11		H1_0	H1C3N1_26				98	0.029032550182998662
H1_0	H1C3N1_11		H1_0	H1C3N1_27				98	-0.05032562573900101
H1_0	H1C3N1_12		H1_0	H1C3N1_0				98	-0.10051028466700096
H1_0	H1C3N1_12		H1_0	H1C3N1_1				98	-0.021047158753001227
H1_0	H1C3N1_12		H1_0	H1C3N1_2				98	0.012483220152999408
H1_0	H1C3N1_12		H1_0	H1C3N1_3				98	-0.04709310331799976
H1_0	H1C3N1_12		H1_0	H1C3N1_4				98	-0.009520583478000333
H1_0	H1C3N1_12		H1_0	H1C3N1_5				98	0.028649667584000227
H1_0	H1C3N1_12		H1_0	H1C3N1_6				98	0.007854506436999031
H1_0	H1C3N1_12		H1_0	H1C3N1_7				98	-0.048655882922000515
H1_0	H1C3N1_12		H1_0	H1C3N1_8				98	-0.14627371449100046
H1_0	H1C3N1_12		H1_0	H1C3N1_9				98	-0.10477308235600091
H1_0	H1C3N1_12		H1_0	H1C3N1_10				98	-0.07162234975400139
H1_0	H1C3N1_12		H1_0	H1C3N1_11				98	-0.054512326105999875
H1_0	H1C3N1_12		H1_0	H1C3N1_12				98	0.0
H1_0	H1C3N1_12		H1_0	H1C3N1_13				98	-0.1618257064359998
H1_0	H1C3N1_12		H1_0	H1C3N1_14				98	-0.1401924443410003
H1_0	H1C3N1_12		H1_0	H1C3N1_15				98	-0.045294260868001146
H1_0	H1C3N1_12		H1_0	H1C3N1_16				98	-0.09225030943199997
H1_0	H1C3N1_12		H1_0	H1C3N1_17				98	-0.048778173176000195
H1_0	H1C3N1_12		H1_0	H1C3N1_18				98	-0.04709342115900128
H1_0	H1C3N1_12		H1_0	H1C3N1_19				98	-0.029226928915001338
H1_0	H1C3N1_12		H1_0	H1C3N1_20				98	0.0404628766670001
H1_0	H1C3N1_12		H1_0	H1C3N1_21				98	-0.23401808049100126
H1_0	H1C3N1_12		H1_0	H1C3N1_22				98	-0.10767574242800038
H1_0	H1C3N1_12		H1_0	H1C3N1_23				98	-0.20234152512600012
H1_0	H1C3N1_12		H1_0	H1C3N1_24				98	-0.10483757511800107
H1_0	H1C3N1_12		H1_0	H1C3N1_25				98	-0.025478798146000514
H1_0	H1C3N1_12		H1_0	H1C3N1_26				98	-0.025479775923001213
H1_0	H1C3N1_12		H1_0	H1C3N1_27				98	-0.10483795184500089
H1_0	H1C3N1_13		H1_0	H1C3N1_0				98	0.061315421768998846
H1_0	H1C3N1_13		H1_0	H1C3N1_1				98	0.14077854768299858
H1_0	H1C3N1_13		H1_0	H1C3N1_2				98	0.1743089265889992
H1_0	H1C3N1_13		H1_0	H1C3N1_3				98	0.11473260311800004
H1_0	H1C3N1_13		H1_0	H1C3N1_4				98	0.15230512295799947
H1_0	H1C3N1_13		H1_0	H1C3N1_5				98	0.19047537402000003
H1_0	H1C3N1_13		H1_0	H1C3N1_6				98	0.16968021287299884
H1_0	H1C3N1_13		H1_0	H1C3N1_7				98	0.11316982351399929
H1_0	H1C3N1_13		H1_0	H1C3N1_8				98	0.015551991944999344
H1_0	H1C3N1_13		H1_0	H1C3N1_9				98	0.05705262407999889
H1_0	H1C3N1_13		H1_0	H1C3N1_10				98	0.09020335668199841
H1_0	H1C3N1_13		H1_0	H1C3N1_11				98	0.10731338032999993
H1_0	H1C3N1_13		H1_0	H1C3N1_12				98	0.1618257064359998
H1_0	H1C3N1_13		H1_0	H1C3N1_13				98	0.0
H1_0	H1C3N1_13		H1_0	H1C3N1_14				98	0.021633262094999495
H1_0	H1C3N1_13		H1_0	H1C3N1_15				98	0.11653144556799866
H1_0	H1C3N1_13		H1_0	H1C3N1_16				98	0.06957539700399984
H1_0	H1C3N1_13		H1_0	H1C3N1_17				98	0.11304753325999961
H1_0	H1C3N1_13		H1_0	H1C3N1_18				98	0.11473228527699852
H1_0	H1C3N1_13		H1_0	H1C3N1_19				98	0.13259877752099847
H1_0	H1C3N1_13		H1_0	H1C3N1_20				98	0.2022885831029999
H1_0	H1C3N1_13		H1_0	H1C3N1_21				98	-0.07219237405500145
H1_0	H1C3N1_13		H1_0	H1C3N1_22				98	0.05414996400799943
H1_0	H1C3N1_13		H1_0	H1C3N1_23				98	-0.040515818690000316
H1_0	H1C3N1_13		H1_0	H1C3N1_24				98	0.056988131317998736
H1_0	H1C3N1_13		H1_0	H1C3N1_25				98	0.1363469082899993
H1_0	H1C3N1_13		H1_0	H1C3N1_26				98	0.1363459305129986
H1_0	H1C3N1_13		H1_0	H1C3N1_27				98	0.05698775459099892
H1_0	H1C3N1_14		H1_0	H1C3N1_0				98	0.03968215967399935
H1_0	H1C3N1_14		H1_0	H1C3N1_1				98	0.11914528558799908
H1_0	H1C3N1_14		H1_0	H1C3N1_2				98	0.15267566449399972
H1_0	H1C3N1_14		H1_0	H1C3N1_3				98	0.09309934102300055
H1_0	H1C3N1_14		H1_0	H1C3N1_4				98	0.13067186086299998
H1_0	H1C3N1_14		H1_0	H1C3N1_5				98	0.16884211192500054
H1_0	H1C3N1_14		H1_0	H1C3N1_6				98	0.14804695077799934
H1_0	H1C3N1_14		H1_0	H1C3N1_7				98	0.0915365614189998
H1_0	H1C3N1_14		H1_0	H1C3N1_8				98	-0.006081270150000151
H1_0	H1C3N1_14		H1_0	H1C3N1_9				98	0.0354193619849994
H1_0	H1C3N1_14		H1_0	H1C3N1_10				98	0.06857009458699892
H1_0	H1C3N1_14		H1_0	H1C3N1_11				98	0.08568011823500044
H1_0	H1C3N1_14		H1_0	H1C3N1_12				98	0.1401924443410003
H1_0	H1C3N1_14		H1_0	H1C3N1_13				98	-0.021633262094999495
H1_0	H1C3N1_14		H1_0	H1C3N1_14				98	0.0
H1_0	H1C3N1_14		H1_0	H1C3N1_15				98	0.09489818347299916
H1_0	H1C3N1_14		H1_0	H1C3N1_16				98	0.047942134909000345
H1_0	H1C3N1_14		H1_0	H1C3N1_17				98	0.09141427116500012
H1_0	H1C3N1_14		H1_0	H1C3N1_18				98	0.09309902318199903
H1_0	H1C3N1_14		H1_0	H1C3N1_19				98	0.11096551542599897
H1_0	H1C3N1_14		H1_0	H1C3N1_20				98	0.1806553210080004
H1_0	H1C3N1_14		H1_0	H1C3N1_21				98	-0.09382563615000095
H1_0	H1C3N1_14		H1_0	H1C3N1_22				98	0.032516701912999935
H1_0	H1C3N1_14		H1_0	H1C3N1_23				98	-0.06214908078499981
H1_0	H1C3N1_14		H1_0	H1C3N1_24				98	0.03535486922299924
H1_0	H1C3N1_14		H1_0	H1C3N1_25				98	0.1147136461949998
H1_0	H1C3N1_14		H1_0	H1C3N1_26				98	0.1147126684179991
H1_0	H1C3N1_14		H1_0	H1C3N1_27				98	0.03535449249599942
H1_0	H1C3N1_15		H1_0	H1C3N1_0				98	-0.055216023798999814
H1_0	H1C3N1_15		H1_0	H1C3N1_1				98	0.02424710211499992
H1_0	H1C3N1_15		H1_0	H1C3N1_2				98	0.057777481021000554
H1_0	H1C3N1_15		H1_0	H1C3N1_3				98	-0.0017988424499986166
H1_0	H1C3N1_15		H1_0	H1C3N1_4				98	0.03577367739000081
H1_0	H1C3N1_15		H1_0	H1C3N1_5				98	0.07394392845200137
H1_0	H1C3N1_15		H1_0	H1C3N1_6				98	0.05314876730500018
H1_0	H1C3N1_15		H1_0	H1C3N1_7				98	-0.003361622053999369
H1_0	H1C3N1_15		H1_0	H1C3N1_8				98	-0.10097945362299932
H1_0	H1C3N1_15		H1_0	H1C3N1_9				98	-0.05947882148799977
H1_0	H1C3N1_15		H1_0	H1C3N1_10				98	-0.026328088886000245
H1_0	H1C3N1_15		H1_0	H1C3N1_11				98	-0.00921806523799873
H1_0	H1C3N1_15		H1_0	H1C3N1_12				98	0.045294260868001146
H1_0	H1C3N1_15		H1_0	H1C3N1_13				98	-0.11653144556799866
H1_0	H1C3N1_15		H1_0	H1C3N1_14				98	-0.09489818347299916
H1_0	H1C3N1_15		H1_0	H1C3N1_15				98	0.0
H1_0	H1C3N1_15		H1_0	H1C3N1_16				98	-0.04695604856399882
H1_0	H1C3N1_15		H1_0	H1C3N1_17				98	-0.0034839123079990486
H1_0	H1C3N1_15		H1_0	H1C3N1_18				98	-0.0017991602910001347
H1_0	H1C3N1_15		H1_0	H1C3N1_19				98	0.016067331952999808
H1_0	H1C3N1_15		H1_0	H1C3N1_20				98	0.08575713753500125
H1_0	H1C3N1_15		H1_0	H1C3N1_21				98	-0.1887238196230001
H1_0	H1C3N1_15		H1_0	H1C3N1_22				98	-0.06238148155999923
H1_0	H1C3N1_15		H1_0	H1C3N1_23				98	-0.15704726425799898
H1_0	H1C3N1_15		H1_0	H1C3N1_24				98	-0.059543314249999924
H1_0	H1C3N1_15		H1_0	H1C3N1_25				98	0.019815462722000632
H1_0	H1C3N1_15		H1_0	H1C3N1_26				98	0.019814484944999933
H1_0	H1C3N1_15		H1_0	H1C3N1_27				98	-0.05954369097699974
H1_0	H1C3N1_16		H1_0	H1C3N1_0				98	-0.008259975235000994
H1_0	H1C3N1_16		H1_0	H1C3N1_1				98	0.07120315067899874
H1_0	H1C3N1_16		H1_0	H1C3N1_2				98	0.10473352958499937
H1_0	H1C3N1_16		H1_0	H1C3N1_3				98	0.0451572061140002
H1_0	H1C3N1_16		H1_0	H1C3N1_4				98	0.08272972595399963
H1_0	H1C3N1_16		H1_0	H1C3N1_5				98	0.12089997701600019
H1_0	H1C3N1_16		H1_0	H1C3N1_6				98	0.100104815868999
H1_0	H1C3N1_16		H1_0	H1C3N1_7				98	0.04359442650999945
H1_0	H1C3N1_16		H1_0	H1C3N1_8				98	-0.054023405059000495
H1_0	H1C3N1_16		H1_0	H1C3N1_9				98	-0.012522772924000947
H1_0	H1C3N1_16		H1_0	H1C3N1_10				98	0.020627959677998575
H1_0	H1C3N1_16		H1_0	H1C3N1_11				98	0.03773798332600009
H1_0	H1C3N1_16		H1_0	H1C3N1_12				98	0.09225030943199997
H1_0	H1C3N1_16		H1_0	H1C3N1_13				98	-0.06957539700399984
H1_0	H1C3N1_16		H1_0	H1C3N1_14				98	-0.047942134909000345
H1_0	H1C3N1_16		H1_0	H1C3N1_15				98	0.04695604856399882
H1_0	H1C3N1_16		H1_0	H1C3N1_16				98	0.0
H1_0	H1C3N1_16		H1_0	H1C3N1_17				98	0.04347213625599977
H1_0	H1C3N1_16		H1_0	H1C3N1_18				98	0.045156888272998685
H1_0	H1C3N1_16		H1_0	H1C3N1_19				98	0.06302338051699863
H1_0	H1C3N1_16		H1_0	H1C3N1_20				98	0.13271318609900007
H1_0	H1C3N1_16		H1_0	H1C3N1_21				98	-0.1417677710590013
H1_0	H1C3N1_16		H1_0	H1C3N1_22				98	-0.01542543299600041
H1_0	H1C3N1_16		H1_0	H1C3N1_23				98	-0.11009121569400016
H1_0	H1C3N1_16		H1_0	H1C3N1_24				98	-0.012587265686001103
